"last_name, first_name","player_id","year","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Hernández, Carlos",672578,2023,"KC","FF","4-Seam Fastball",-0.1,-1,692,55.3,163,0.272,0.507,0.402,25.7,21.5,15.9,0.274,0.482,0.382,49.5
"Wells, Tyler",669330,2023,"BAL","FF","4-Seam Fastball",1,7,718,37.7,162,0.2,0.467,0.304,26.6,29,21.8,0.213,0.507,0.324,54.8
"Henry, Tommy",674072,2023,"AZ","FF","4-Seam Fastball",-0.5,-3,681,49,161,0.292,0.523,0.42,15.5,10.6,13.1,0.278,0.508,0.402,40.7
"Poche, Colin",621363,2023,"TB","FF","4-Seam Fastball",0.8,5,603,65,160,0.234,0.365,0.307,22,18.1,18,0.218,0.318,0.287,32.1
"Gonsolin, Tony",664062,2023,"LAD","FF","4-Seam Fastball",1.1,7,657,39.5,158,0.221,0.436,0.322,15.7,14.6,16.3,0.261,0.544,0.368,49.2
"Bautista, Félix",642585,2023,"BAL","FF","4-Seam Fastball",2.4,17,696,70.4,157,0.157,0.246,0.258,37.8,37.6,32.6,0.173,0.3,0.273,34.7
"Wacha, Michael",608379,2023,"SD","FF","4-Seam Fastball",1.8,12,641,28.9,156,0.187,0.321,0.28,16.7,23.1,17.1,0.245,0.444,0.345,46.5
"Farmer, Buck",571656,2023,"CIN","FF","4-Seam Fastball",0.2,1,526,43,155,0.242,0.477,0.352,17.3,17.4,17.8,0.243,0.468,0.346,41.3
"Vesia, Alex",681911,2023,"LAD","FF","4-Seam Fastball",0.2,1,581,68.1,155,0.273,0.42,0.335,28.1,28.4,23.7,0.233,0.392,0.299,43.4
"Pagán, Emilio",641941,2023,"MIN","FF","4-Seam Fastball",1.3,7,584,55,155,0.188,0.326,0.265,24.6,28.4,24.3,0.209,0.415,0.306,47.9
"Harvey, Hunter",640451,2023,"WSH","FF","4-Seam Fastball",0.8,5,578,60,153,0.216,0.396,0.297,26.5,32,25.3,0.221,0.424,0.304,45.7
"Strahm, Matt",621381,2023,"PHI","FF","4-Seam Fastball",1.3,8,617,45.2,153,0.186,0.371,0.27,31.1,39.2,28,0.182,0.345,0.264,44.4
"Smith, Drew",622098,2023,"NYM","FF","4-Seam Fastball",1.3,8,662,61.2,152,0.169,0.339,0.304,24.1,25,17.3,0.199,0.385,0.327,44.3
"Lambert, Peter",663567,2023,"COL","FF","4-Seam Fastball",0.2,1,646,44.6,152,0.271,0.586,0.4,16.7,12.5,12.8,0.284,0.583,0.404,51.8
"Manning, Matt",666159,2023,"DET","FF","4-Seam Fastball",1.3,7,563,47.6,151,0.214,0.366,0.294,18.2,23.2,19.9,0.261,0.479,0.353,52.5
"Canning, Griffin",656288,2023,"LAA","FF","4-Seam Fastball",-0.2,-1,726,33.3,150,0.235,0.5,0.342,28.3,26.7,19,0.243,0.513,0.348,48.5
"Ragans, Cole",666142,2023,"KC","FF","4-Seam Fastball",-0.7,-4,636,40.1,147,0.234,0.411,0.341,27.9,32.7,22.4,0.193,0.358,0.305,52.6
"Harris, Hogan",663687,2023,"OAK","FF","4-Seam Fastball",-0.5,-3,521,47,146,0.25,0.442,0.377,21.7,21.2,19,0.239,0.436,0.353,52.2
"Nardi, Andrew",677053,2023,"MIA","FF","4-Seam Fastball",1.6,9,587,61.3,146,0.224,0.336,0.307,25.5,25.3,18.6,0.208,0.308,0.288,33.7
"Merryweather, Julian",657240,2023,"CHC","FF","4-Seam Fastball",0.1,0,502,40.9,145,0.248,0.372,0.365,20.6,21.4,22.6,0.251,0.446,0.387,54.2
"Diekman, Jake",518617,2023,"TB","FF","4-Seam Fastball",0.8,5,579,58.1,145,0.174,0.226,0.303,26.3,31,24.1,0.182,0.243,0.286,29.6
"Burke, Brock",656271,2023,"TEX","FF","4-Seam Fastball",1,6,590,64.6,144,0.234,0.423,0.298,19.9,19.4,15.2,0.23,0.382,0.274,35.1
"Jiménez, Joe",641729,2023,"ATL","FF","4-Seam Fastball",0.8,4,582,62.2,144,0.237,0.443,0.326,26.3,27.8,22.7,0.231,0.438,0.312,46.2
"Sheehan, Emmet",686218,2023,"LAD","FF","4-Seam Fastball",-0.6,-4,619,60,143,0.24,0.504,0.362,20.2,11.9,10.2,0.23,0.509,0.367,46.2
"Sewald, Paul",623149,2023,"AZ","FF","4-Seam Fastball",1.2,7,593,57.2,143,0.22,0.323,0.282,28.4,32.9,24,0.198,0.315,0.266,31.7
"Stanek, Ryne",592773,2023,"HOU","FF","4-Seam Fastball",1.7,9,555,64.2,140,0.216,0.392,0.301,24.8,20,18.8,0.22,0.412,0.314,44.9
"Miller, Bobby",676272,2023,"LAD","FF","4-Seam Fastball",0.8,5,567,28.9,139,0.258,0.367,0.3,20.6,16.5,15.9,0.26,0.403,0.315,40.6
"Greinke, Zack",425844,2023,"KC","FF","4-Seam Fastball",-0.1,0,590,26.6,138,0.276,0.472,0.358,15.9,14.5,15.3,0.322,0.593,0.406,47.2
"Bradford, Cody",674003,2023,"TEX","FF","4-Seam Fastball",0.3,2,531,54.5,137,0.26,0.535,0.347,18.6,25.5,19,0.216,0.441,0.3,49.5
"Puk, A.J.",640462,2023,"MIA","FF","4-Seam Fastball",0.1,0,485,51.1,135,0.238,0.451,0.329,28.7,34.8,29.2,0.22,0.404,0.298,42.9
"Gibaut, Ian",664139,2023,"CIN","FF","4-Seam Fastball",1.5,8,534,44,134,0.195,0.297,0.277,25.7,31.3,20.7,0.203,0.304,0.274,30.3
"Stephan, Trevor",663986,2023,"CLE","FF","4-Seam Fastball",0.8,4,538,47.7,134,0.271,0.475,0.35,20.5,16.4,20.2,0.272,0.524,0.377,46
"Neris, Héctor",593576,2023,"HOU","FF","4-Seam Fastball",1.9,11,566,51.8,134,0.153,0.306,0.289,29,28.4,21.3,0.187,0.371,0.315,35.6
"Cortes, Nestor",641482,2023,"NYY","FF","4-Seam Fastball",0.1,1,556,52.1,134,0.213,0.352,0.284,24.9,30.6,19.7,0.187,0.287,0.247,47.6
"Scott, Tanner",656945,2023,"MIA","FF","4-Seam Fastball",1.6,9,572,47.4,134,0.215,0.298,0.287,31.1,29.1,23.2,0.237,0.333,0.291,26.8
"Yates, Kirby",489446,2023,"ATL","FF","4-Seam Fastball",1.4,8,569,53.8,133,0.167,0.389,0.314,27.7,33.8,27.1,0.189,0.446,0.349,46.9
"McGough, Scott",543518,2023,"AZ","FF","4-Seam Fastball",0.3,2,625,50.7,131,0.239,0.46,0.354,18,26,22.2,0.25,0.441,0.343,58
"Richards, Trevor",670950,2023,"TOR","FF","4-Seam Fastball",-1.5,-9,587,43.4,127,0.33,0.538,0.42,20.9,21.3,15,0.262,0.482,0.375,52.5
"Montero, Rafael",606160,2023,"HOU","FF","4-Seam Fastball",0.3,2,615,49.1,127,0.227,0.427,0.334,34.9,35.4,22.2,0.218,0.435,0.33,49.2
"Baumann, Mike",657508,2023,"BAL","FF","4-Seam Fastball",0,0,550,51.4,126,0.225,0.402,0.355,22.4,15.1,13.2,0.262,0.486,0.385,45.9
"Boyd, Matthew",571510,2023,"DET","FF","4-Seam Fastball",-0.6,-3,458,38.9,126,0.281,0.509,0.37,29.8,23,22.7,0.263,0.482,0.35,42.4
"Berríos, José",621244,2023,"TOR","FF","4-Seam Fastball",0.6,4,599,20.4,123,0.254,0.456,0.325,27.6,22,20,0.275,0.501,0.345,51.7
"Fried, Max",608331,2023,"ATL","FF","4-Seam Fastball",0.9,4,413,33.2,122,0.291,0.418,0.341,17.7,17.2,19.6,0.261,0.382,0.31,36.7
"Bello, Brayan",678394,2023,"BOS","FF","4-Seam Fastball",-1.4,-8,540,20.6,122,0.31,0.646,0.424,19.9,18,12.4,0.285,0.559,0.374,46.7
"Weathers, Ryan",677960,2023,"MIA","FF","4-Seam Fastball",-1.9,-11,591,55.1,121,0.35,0.592,0.438,20.6,19,15.1,0.235,0.405,0.326,42.7
"Carrasco, Carlos",471911,2023,"NYM","FF","4-Seam Fastball",-1.1,-6,512,32.3,121,0.358,0.651,0.462,16.6,8.3,8.4,0.33,0.592,0.427,51
"Anderson, Chase",502624,2023,"COL","FF","4-Seam Fastball",-2.1,-10,453,31.3,121,0.351,0.619,0.466,17.3,13.2,15.1,0.304,0.572,0.43,44.6
"Contreras, Roansy",672710,2023,"PIT","FF","4-Seam Fastball",-3.3,-15,459,40.2,121,0.381,0.598,0.476,9.7,9.9,13.3,0.338,0.579,0.451,54
"Kaprielian, James",621076,2023,"OAK","FF","4-Seam Fastball",-0.7,-3,451,41.3,120,0.202,0.384,0.329,25.2,19.2,16,0.218,0.445,0.348,49.4
"Manoah, Alek",666201,2023,"TOR","FF","4-Seam Fastball",-2.1,-10,490,29,120,0.316,0.592,0.437,24.4,18.3,15.4,0.29,0.596,0.428,54.5
"Olson, Reese",681857,2023,"DET","FF","4-Seam Fastball",0.6,3,496,28.5,120,0.171,0.381,0.304,15.8,22.5,15.9,0.264,0.583,0.395,42.3
"Pearson, Nate",663878,2023,"TOR","FF","4-Seam Fastball",1,5,456,61.9,119,0.229,0.381,0.313,24.3,20.2,21.1,0.233,0.421,0.325,51.9
"Sims, Lucas",608371,2023,"CIN","FF","4-Seam Fastball",0.8,4,460,43.5,119,0.191,0.36,0.321,23.1,26.1,21.4,0.195,0.361,0.325,37.5
"Faedo, Alex",656412,2023,"DET","FF","4-Seam Fastball",0.6,3,502,48.5,119,0.2,0.438,0.325,12.4,15.1,12.8,0.262,0.513,0.369,42.5
"Lively, Ben",594902,2023,"CIN","FF","4-Seam Fastball",-2.4,-10,444,32.1,119,0.362,0.667,0.472,18.1,10.1,13.8,0.327,0.613,0.431,37.6
"Díaz, Alexis",664747,2023,"CIN","FF","4-Seam Fastball",-1.1,-6,564,48.5,118,0.239,0.359,0.354,30.6,24.6,24.8,0.218,0.356,0.336,46.2
"Bielak, Brandon",656232,2023,"HOU","FF","4-Seam Fastball",-1.6,-7,425,30.6,118,0.273,0.505,0.411,15.9,16.1,17.3,0.263,0.502,0.38,55
"Beck, Tristan",663941,2023,"SF","FF","4-Seam Fastball",2.7,13,476,36.7,117,0.17,0.189,0.218,17.4,15.4,16.5,0.234,0.361,0.295,37.5
"Freeland, Kyle",607536,2023,"COL","FF","4-Seam Fastball",0.1,0,444,18.4,115,0.239,0.431,0.32,12.7,8.7,9.7,0.251,0.388,0.287,35.6
"Wesneski, Hayden",669713,2023,"CHC","FF","4-Seam Fastball",-1.6,-7,438,29.6,115,0.327,0.636,0.438,16.5,15.7,14.5,0.326,0.632,0.423,49.4
"Varland, Louie",686973,2023,"MIN","FF","4-Seam Fastball",0.4,2,466,42.7,113,0.267,0.533,0.37,23.7,26.5,20.7,0.236,0.447,0.316,53.3
"Webb, Jacob",657097,2023,"BAL","FF","4-Seam Fastball",1.6,7,452,48.7,113,0.185,0.326,0.304,30,27.4,23,0.238,0.408,0.349,54.8
"Skubal, Tarik",669373,2023,"DET","FF","4-Seam Fastball",2.3,10,438,36,112,0.206,0.299,0.248,25.6,37.5,25.6,0.19,0.289,0.226,43.1
"Marsh, Alec",679525,2023,"KC","FF","4-Seam Fastball",-0.2,-1,500,37.3,112,0.256,0.523,0.41,25.8,28.6,23.4,0.241,0.489,0.394,41.8
"Karinchak, James",675916,2023,"CLE","FF","4-Seam Fastball",-1.4,-6,413,56.3,111,0.222,0.407,0.367,24.7,25.2,20.3,0.259,0.497,0.412,49.1
"Gallegos, Giovanny",606149,2023,"STL","FF","4-Seam Fastball",-0.2,-1,443,50.2,111,0.267,0.448,0.32,20.1,21.6,17.5,0.267,0.454,0.319,56.6
"Liberatore, Matthew",669461,2023,"STL","FF","4-Seam Fastball",-0.6,-2,405,38.2,110,0.308,0.49,0.362,16.1,14.5,18.6,0.323,0.569,0.395,46.6
"Corbin, Patrick",571578,2023,"WSH","FF","4-Seam Fastball",-0.8,-4,490,16.8,110,0.327,0.541,0.376,12.1,6.4,7.3,0.359,0.702,0.452,54.6
"Megill, Trevor",656730,2023,"MIL","FF","4-Seam Fastball",0.2,1,432,72.1,110,0.281,0.406,0.33,25.4,26.4,23.2,0.234,0.389,0.31,40
"Bradish, Kyle",680694,2023,"BAL","FF","4-Seam Fastball",-1.4,-8,591,22.4,109,0.366,0.602,0.456,15,11.9,10.3,0.337,0.562,0.427,53.8
"Ginkel, Kevin",656464,2023,"AZ","FF","4-Seam Fastball",-0.1,0,494,46.8,109,0.226,0.376,0.316,24.6,20.2,15,0.25,0.478,0.357,38.9
"Honeywell, Brent",641703,2023,"CWS","FF","4-Seam Fastball",0.6,3,429,45.5,108,0.247,0.365,0.359,16.7,12,11.7,0.309,0.483,0.414,50.7
"Houser, Adrian",605288,2023,"MIL","FF","4-Seam Fastball",0.3,1,441,23.8,108,0.227,0.34,0.293,23.7,25.9,16.4,0.198,0.354,0.276,54.3
"Jackson, Andre",656578,2023,"PIT","FF","4-Seam Fastball",1.1,5,446,44.6,107,0.222,0.367,0.327,19.1,18.7,17.5,0.259,0.444,0.357,47.2
"Cisnero, José",542585,2023,"DET","FF","4-Seam Fastball",-0.6,-2,364,36.9,107,0.216,0.432,0.357,25.6,31.8,24.1,0.23,0.433,0.354,35.2
"Baker, Bryan",641329,2023,"BAL","FF","4-Seam Fastball",-0.8,-3,445,56.7,107,0.267,0.467,0.363,22.4,25.2,18.2,0.253,0.425,0.342,48.5
"Woodruff, Brandon",605540,2023,"MIL","FF","4-Seam Fastball",1.1,5,428,41,106,0.177,0.385,0.279,31.4,43.4,23.7,0.17,0.291,0.242,48
"Long, Sam",669674,2023,"OAK","FF","4-Seam Fastball",-1.3,-5,384,49.5,106,0.348,0.522,0.402,15.7,13.2,12.1,0.319,0.533,0.392,43.2
"Shuster, Jared",694363,2023,"ATL","FF","4-Seam Fastball",-1.4,-5,381,44.1,106,0.311,0.489,0.399,9.9,11.3,12.6,0.311,0.474,0.394,45.6
"Littell, Zack",641793,2023,"TB","FF","4-Seam Fastball",1,4,415,31.2,105,0.26,0.44,0.323,22,28.6,21,0.224,0.429,0.29,50.7
"Suárez, Ranger",624133,2023,"PHI","FF","4-Seam Fastball",-0.8,-4,434,21.5,105,0.304,0.478,0.377,21.9,22.9,22.9,0.289,0.504,0.37,45.7
"Ferrer, Jose A.",678606,2023,"WSH","FF","4-Seam Fastball",-0.6,-3,402,71.9,105,0.287,0.426,0.35,13.5,15.2,15.8,0.259,0.368,0.313,42.3
"Weems, Jordan",607179,2023,"WSH","FF","4-Seam Fastball",0.3,1,442,48,104,0.198,0.523,0.369,23.9,23.1,26.1,0.264,0.567,0.398,40.6
"Fairbanks, Pete",664126,2023,"TB","FF","4-Seam Fastball",0.9,3,363,49.5,103,0.151,0.279,0.264,29.6,40.8,31.1,0.141,0.259,0.252,37.8
"Elder, Bryce",693821,2023,"ATL","FF","4-Seam Fastball",-0.3,-1,382,13.4,103,0.286,0.495,0.365,19.4,12.6,12.9,0.294,0.487,0.365,38.8
"Brash, Matt",666374,2023,"SEA","FF","4-Seam Fastball",-0.1,-1,439,33.7,102,0.346,0.481,0.423,26.3,23.5,22,0.27,0.399,0.378,53.4
"Ortiz, Luis L.",682847,2023,"PIT","FF","4-Seam Fastball",-3.7,-14,365,25,102,0.383,0.704,0.505,15.6,12.7,11.3,0.371,0.813,0.521,60
"Minter, A.J.",621345,2023,"ATL","FF","4-Seam Fastball",1.4,7,501,47.2,102,0.211,0.367,0.293,25,27.5,19.7,0.223,0.412,0.319,42.9
"Urquidy, José",664353,2023,"HOU","FF","4-Seam Fastball",-0.9,-4,420,38.3,101,0.287,0.632,0.428,19.3,8.9,8.3,0.305,0.597,0.422,50
"Musgrove, Joe",605397,2023,"SD","FF","4-Seam Fastball",2.2,8,379,24.5,101,0.205,0.273,0.265,22.2,22.8,16.5,0.217,0.296,0.277,27.3
"Toussaint, Touki",657053,2023,"CWS","FF","4-Seam Fastball",-1.6,-6,374,23.4,101,0.279,0.412,0.422,21.9,17.8,19.6,0.278,0.473,0.433,50.9
"Abreu, Bryan",650556,2023,"HOU","FF","4-Seam Fastball",1.1,5,499,41.2,101,0.165,0.259,0.248,37.3,30.7,26.3,0.186,0.322,0.277,35.1
"Smith, Will",519293,2023,"TEX","FF","4-Seam Fastball",-1.3,-4,336,38.9,100,0.303,0.494,0.381,12.9,11,11.7,0.3,0.538,0.392,47.4
"Darvish, Yu",506433,2023,"SD","FF","4-Seam Fastball",-0.2,-1,371,16.7,100,0.253,0.538,0.336,15.9,23,15.5,0.234,0.425,0.301,36.1
"Maeda, Kenta",628317,2023,"MIN","FF","4-Seam Fastball",0.3,1,466,27.4,99,0.275,0.451,0.334,25.1,28.3,22.4,0.256,0.433,0.318,50
"García, Yimi",554340,2023,"TOR","FF","4-Seam Fastball",-0.5,-2,364,33.1,99,0.256,0.467,0.338,36.4,38.4,27.5,0.208,0.384,0.285,47.2
"Marinaccio, Ron",676760,2023,"NYY","FF","4-Seam Fastball",1.8,8,461,51.5,99,0.198,0.296,0.295,28,29.3,20.6,0.22,0.406,0.346,49.1
"Vest, Will",676684,2023,"DET","FF","4-Seam Fastball",0.6,2,400,51.3,99,0.209,0.363,0.28,22.4,34.3,26,0.216,0.398,0.293,56.1
"Peterson, David",656849,2023,"NYM","FF","4-Seam Fastball",-1,-5,535,27.2,98,0.287,0.425,0.379,28.1,24.5,15.9,0.286,0.473,0.383,46.6
"Suter, Brent",608718,2023,"COL","FF","4-Seam Fastball",0.3,1,345,30.6,98,0.259,0.341,0.316,15.4,13.3,16.9,0.268,0.361,0.325,27
"Moore, Matt",519043,2023,"MIA","FF","4-Seam Fastball",1.3,5,399,47.4,97,0.259,0.529,0.369,22.6,16.5,17,0.257,0.467,0.353,45.7
"Gray, Josiah",680686,2023,"WSH","FF","4-Seam Fastball",-0.5,-2,479,17,97,0.291,0.557,0.418,20.2,11.3,10.8,0.267,0.493,0.387,42
"Rea, Colin",607067,2023,"MIL","FF","4-Seam Fastball",1.9,7,389,19.3,96,0.135,0.27,0.196,26.4,40.6,23.5,0.204,0.422,0.282,50
"Duran, Jhoan",661395,2023,"MIN","FF","4-Seam Fastball",1.1,5,459,45.1,96,0.212,0.375,0.313,35.7,30.2,20,0.218,0.352,0.307,40.7
"Morgan, Eli",669212,2023,"CLE","FF","4-Seam Fastball",-0.3,-1,481,40.1,96,0.317,0.561,0.421,20.9,17.7,13.5,0.285,0.563,0.405,46.2
"Cruz, Fernando",518585,2023,"CIN","FF","4-Seam Fastball",0,0,394,35.2,96,0.3,0.512,0.397,16.7,14.6,17.9,0.285,0.493,0.384,56.7
"Walker, Taijuan",592836,2023,"PHI","FF","4-Seam Fastball",-1.1,-6,498,17.6,96,0.257,0.541,0.418,25.4,17.7,11.6,0.254,0.532,0.413,50.9
"Okert, Steven",595345,2023,"MIA","FF","4-Seam Fastball",-1.9,-8,393,38.6,96,0.289,0.518,0.397,23.8,21.9,16.2,0.282,0.473,0.368,31.7
"Cabrera, Génesis",650893,2023,"TOR","FF","4-Seam Fastball",-0.5,-2,343,36.3,96,0.224,0.482,0.341,20.2,25,20.9,0.226,0.454,0.332,47.5
"Grove, Michael",675627,2023,"LAD","FF","4-Seam Fastball",-3.5,-13,373,32.5,95,0.442,0.779,0.537,8.4,8.4,9.5,0.379,0.658,0.463,51.3
"Miley, Wade",489119,2023,"MIL","FF","4-Seam Fastball",0.3,1,365,19.5,95,0.198,0.453,0.312,13.4,22.1,16.7,0.249,0.56,0.37,47.7
"Leone, Dominic",608678,2023,"SEA","FF","4-Seam Fastball",0.6,2,330,37.2,94,0.197,0.539,0.356,26.7,26.6,24.3,0.213,0.509,0.364,51.9
"Yarbrough, Ryan",642232,2023,"LAD","FF","4-Seam Fastball",0.4,2,437,30.7,94,0.283,0.37,0.313,12.7,16,12.8,0.283,0.432,0.314,32.5
"Irvin, Cole",608344,2023,"BAL","FF","4-Seam Fastball",-0.1,0,356,28,94,0.247,0.459,0.334,20.4,25.5,18.2,0.254,0.527,0.354,40.3
"Lynch IV, Daniel",663738,2023,"KC","FF","4-Seam Fastball",-1.7,-6,346,42.8,93,0.293,0.537,0.385,16.6,11.8,14.1,0.288,0.51,0.376,37.5
"Beeks, Jalen",656222,2023,"TB","FF","4-Seam Fastball",0.1,0,318,43.5,93,0.243,0.419,0.366,25.2,18.3,19.3,0.217,0.336,0.32,33.9
"Romano, Jordan",605447,2023,"TOR","FF","4-Seam Fastball",1.3,5,417,45.6,93,0.222,0.37,0.307,32.3,30.1,26.9,0.212,0.354,0.295,37
"King, Michael",650633,2023,"NYY","FF","4-Seam Fastball",1.8,7,381,22.7,92,0.2,0.294,0.251,25,33.7,26.3,0.197,0.344,0.264,40.7
"Cabrera, Edward",665795,2023,"MIA","FF","4-Seam Fastball",0.4,2,503,27.9,92,0.211,0.366,0.342,19.1,13,10.5,0.228,0.464,0.375,43.3
"Gibson, Kyle",502043,2023,"BAL","FF","4-Seam Fastball",-1,-4,407,13.4,92,0.287,0.55,0.383,15.6,9.8,9.5,0.291,0.556,0.385,52.1
"Blanco, Ronel",669854,2023,"HOU","FF","4-Seam Fastball",-3.5,-13,364,40.2,91,0.343,0.714,0.501,18.5,13.2,12.8,0.317,0.669,0.472,54.2
"Abbott, Cory",676265,2023,"WSH","FF","4-Seam Fastball",-2.6,-8,323,45.9,91,0.365,0.676,0.474,15.9,16.5,18.8,0.295,0.548,0.406,45.9
"Stripling, Ross",548389,2023,"SF","FF","4-Seam Fastball",0,0,378,26,90,0.275,0.512,0.374,27.5,28.9,17.7,0.264,0.503,0.364,48.1
"Murphy, Chris",669684,2023,"BOS","FF","4-Seam Fastball",-0.6,-2,337,38.7,90,0.338,0.481,0.422,15.5,20,19.8,0.291,0.443,0.365,43.3
"Soriano, George",666277,2023,"MIA","FF","4-Seam Fastball",-0.1,0,358,40.5,90,0.315,0.411,0.382,17.7,6.7,9,0.35,0.516,0.427,47.1
"Germán, Domingo",593334,2023,"NYY","FF","4-Seam Fastball",-1.2,-6,460,27.8,89,0.329,0.756,0.463,18.9,12.4,11.5,0.326,0.724,0.457,50
"Edwards Jr., Carl",605218,2023,"WSH","FF","4-Seam Fastball",-1.2,-4,358,63.4,89,0.312,0.468,0.395,15.7,14.6,12,0.296,0.393,0.351,26.6
"Miller, Shelby",571946,2023,"LAD","FF","4-Seam Fastball",3.6,14,382,57.6,89,0.11,0.178,0.222,25.8,24.7,22,0.206,0.394,0.328,48.1
"Banks, Tanner",621383,2023,"CWS","FF","4-Seam Fastball",-0.9,-3,356,35.4,89,0.291,0.494,0.36,25,25.8,19.5,0.249,0.497,0.343,37.9
"Hendricks, Kyle",543294,2023,"CHC","FF","4-Seam Fastball",-1.2,-5,431,20.4,89,0.38,0.658,0.468,11.2,12.4,16.7,0.37,0.706,0.477,55.1
"Barria, Jaime",642545,2023,"LAA","FF","4-Seam Fastball",-2.5,-10,413,30.6,89,0.362,0.713,0.48,14.6,10.1,7.4,0.339,0.675,0.445,44.4
"Hill, Tim",657612,2023,"SD","FF","4-Seam Fastball",-1,-4,346,48.3,88,0.267,0.44,0.362,18.4,18.2,13,0.247,0.443,0.347,43.3
"Harrison, Kyle",690986,2023,"SF","FF","4-Seam Fastball",0.5,2,357,60.7,88,0.182,0.39,0.289,24.8,27.3,19,0.204,0.395,0.3,37
"Nelson, Kyle",669459,2023,"AZ","FF","4-Seam Fastball",-1.2,-3,282,32.1,88,0.321,0.556,0.407,14.1,19.3,27.9,0.26,0.467,0.334,43.1
"Domínguez, Seranthony",622554,2023,"PHI","FF","4-Seam Fastball",-0.4,-1,334,38.9,85,0.225,0.366,0.328,31.3,22.4,16.5,0.247,0.368,0.337,17.3
"Holton, Tyler",663947,2023,"DET","FF","4-Seam Fastball",2.8,9,335,28,85,0.176,0.216,0.227,26.9,28.2,20.2,0.221,0.371,0.296,40.4
"Francis, Bowden",670102,2023,"TOR","FF","4-Seam Fastball",2.2,6,278,51.6,84,0.197,0.382,0.28,16.9,25,21.4,0.229,0.453,0.329,51.8
"Dodd, Dylan",689266,2023,"ATL","FF","4-Seam Fastball",0.2,1,278,48.9,83,0.342,0.595,0.414,13.6,9.6,10.1,0.34,0.669,0.437,54.9
"VerHagen, Drew",572403,2023,"STL","FF","4-Seam Fastball",-0.7,-2,291,27.9,83,0.264,0.444,0.358,22.8,19.3,18.8,0.254,0.424,0.334,35.1
"Chapman, Aroldis",547973,2023,"TEX","FF","4-Seam Fastball",0.5,2,481,47.7,83,0.242,0.339,0.366,37,21.7,28.1,0.237,0.397,0.377,27.3
"Buttó, José",676130,2023,"NYM","FF","4-Seam Fastball",1.6,6,373,50.9,83,0.174,0.275,0.29,22.7,16.9,15.6,0.228,0.341,0.32,49.1
"Nogosek, Stephen",668665,2023,"NYM","FF","4-Seam Fastball",-0.6,-2,307,62.8,82,0.286,0.5,0.391,24.3,25.6,21,0.258,0.454,0.354,46
"Hentges, Sam",656529,2023,"CLE","FF","4-Seam Fastball",1.9,6,307,36,81,0.278,0.389,0.338,22.6,19.8,25.8,0.281,0.426,0.343,63.2
"Lauer, Eric",641778,2023,"MIL","FF","4-Seam Fastball",-1.6,-6,365,43.2,81,0.261,0.58,0.394,25.8,28.4,20.9,0.287,0.602,0.411,51.1
"Adon, Joan",672851,2023,"WSH","FF","4-Seam Fastball",-0.2,-1,367,39.7,80,0.288,0.411,0.333,22.1,18.8,17.2,0.28,0.444,0.337,55.9
"Sborz, Josh",622250,2023,"TEX","FF","4-Seam Fastball",-1.6,-5,302,36.2,80,0.265,0.515,0.385,34.4,25,20.4,0.232,0.472,0.355,45.8
"Anderson, Nick",623433,2023,"ATL","FF","4-Seam Fastball",0.6,2,268,48.9,80,0.284,0.432,0.343,18.8,22.5,19.8,0.309,0.534,0.383,57.1
"Helsley, Ryan",664854,2023,"STL","FF","4-Seam Fastball",1,3,341,56.2,80,0.224,0.328,0.304,23.6,22.5,19.6,0.215,0.319,0.302,48
"Leclerc, José",600917,2023,"TEX","FF","4-Seam Fastball",0.3,1,343,35.1,79,0.209,0.388,0.321,28.4,20.3,15.7,0.23,0.468,0.355,45.1
"May, Trevor",543507,2023,"OAK","FF","4-Seam Fastball",0.7,2,329,42.3,79,0.175,0.351,0.345,33.1,24.1,20.4,0.224,0.404,0.378,57.5
"Davidson, Tucker",656353,2023,"KC","FF","4-Seam Fastball",-1.6,-5,298,35.2,78,0.328,0.597,0.444,12.6,15.4,27.3,0.305,0.524,0.396,39.3
"Rucker, Michael",621074,2023,"CHC","FF","4-Seam Fastball",-1.4,-4,284,39.5,78,0.323,0.548,0.421,14.4,11.5,12.3,0.32,0.541,0.422,58.2
"Lambert, Jimmy",669424,2023,"CWS","FF","4-Seam Fastball",-2.2,-7,295,43.6,78,0.288,0.667,0.44,20.9,16.7,19.4,0.302,0.617,0.429,59.3
"Miller, Mason",695243,2023,"OAK","FF","4-Seam Fastball",0.9,3,342,56.2,78,0.215,0.385,0.311,20.7,23.1,18.9,0.184,0.351,0.295,38.8
"Perdomo, Angel",622780,2023,"PIT","FF","4-Seam Fastball",0.6,2,302,61.8,78,0.232,0.449,0.325,33.1,39.7,31,0.203,0.373,0.285,42.5
"Assad, Javier",665871,2023,"CHC","FF","4-Seam Fastball",0,0,336,19.6,78,0.308,0.477,0.401,19.6,19.2,16.5,0.262,0.398,0.365,41.2
"Hernandez, Jose E.",669796,2023,"PIT","FF","4-Seam Fastball",-2.9,-8,286,33.2,77,0.322,0.729,0.505,13.7,11.7,15.5,0.304,0.647,0.456,40.4
"Hudson, Dakota",641712,2023,"STL","FF","4-Seam Fastball",0.5,2,294,22.3,77,0.292,0.338,0.345,12.8,5.2,6.1,0.337,0.449,0.395,36.1
